1.5572390572397126, 31622.776601683792
1.0521885521891363, 39810.71705534977
61.321548821549186, 46415.88833612782
167.0875420875425, 53088.4444230989
318.51851851851893, 55165.38667595586
515.572390572391, 53088.4444230989
667.1717171717175, 51089.697745069345
848.9898989898995, 51089.697745069345
1030.8501683501684, 50118.72336272735
1167.2558922558926, 49166.20262745651
1349.1582491582496, 47315.12589614812
1576.4309764309767, 47315.12589614812
1879.4612794612801, 47315.12589614812
2076.3888888888887, 48231.78482239309
2288.5521885521885, 47315.12589614812
2485.563973063973, 46415.88833612782
2697.685185185185, 46415.88833612782
2864.4781144781145, 43819.42421619446
2955.8080808080804, 36168.73614408161
2971.6329966329968, 26607.25059798814
2987.3737373737367, 20339.17501372293
3018.2659932659935, 15547.718420411758
3049.1161616161626, 12115.276586285901
3140.6565656565654, 9085.17575651687
3232.196969696969, 6812.920690579622
3323.695286195286, 5207.94832859547
3430.30303030303, 4058.198942243799
3552.104377104377, 3102.1776647995043
3704.166666666667, 2417.3154808041063
3856.271043771043, 1847.8497974222926
4023.5690235690236, 1385.6918628031287
4160.395622895622, 1122.018454301964
4327.525252525253, 908.5175756516871
4479.545454545454, 721.6611620833884
4631.481481481481, 595.6621435290109
4783.417508417508, 491.6620262745646
4935.26936026936, 421.6965034285822
